"Journal Data Filtered By:  Selected Categories: Multiple Selected Editions: SCIE;SSCI Selected JCR Year: 2003 Selected Category Schema: WOS Selected Open Access: N Indicator: Custom"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,2003 JIF,Eigenfactor
"COLLECTION OF CZECHOSLOVAK CHEMICAL COMMUNICATIONS","COLLECT CZECH CHEM C","0010-0765","1212-6950","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.041","N/A",
"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS","NUCL INSTRUM METH B","0168-583X","1872-9584","NUCLEAR SCIENCE & TECHNOLOGY - SCIE","1.041","N/A",
"ORGANIC PROCESS RESEARCH & DEVELOPMENT","ORG PROCESS RES DEV","1083-6160","1520-586X","CHEMISTRY, MEDICINAL - SCIE","1.041","N/A",
"JOURNAL OF AOAC INTERNATIONAL","J AOAC INT","1060-3271","1944-7922","CHEMISTRY, ANALYTICAL - SCIE","1.037","N/A",
"BIOTECHNOLOGY AND APPLIED BIOCHEMISTRY","BIOTECHNOL APPL BIOC","0885-4513","1470-8744","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.034","N/A",
"JOURNAL OF MOLECULAR STRUCTURE-THEOCHEM","J MOL STRUC-THEOCHEM","0166-1280","N/A","CHEMISTRY, PHYSICAL - SCIE","1.027","N/A",
"JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS","J PHYS CHEM SOLIDS","0022-3697","1879-2553","CHEMISTRY, MULTIDISCIPLINARY - SCIE","1.026","N/A",
"BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY","BIOSCI BIOTECH BIOCH","0916-8451","1347-6947","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","1.025","N/A",
"BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY","BIOSCI BIOTECH BIOCH","0916-8451","1347-6947","CHEMISTRY, APPLIED - SCIE","1.025","N/A",
"JOURNAL OF MOLECULAR STRUCTURE","J MOL STRUCT","0022-2860","1872-8014","CHEMISTRY, PHYSICAL - SCIE","1.021","N/A",
"SURFACE AND INTERFACE ANALYSIS","SURF INTERFACE ANAL","0142-2421","1096-9918","CHEMISTRY, PHYSICAL - SCIE","1.014","N/A",
"ABDOMINAL IMAGING","ABDOM IMAGING","0942-8925","1432-0509","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE","0.996","N/A",
"BIOMETRIKA","BIOMETRIKA","0006-3444","1464-3510","BIOLOGY - SCIE","0.988","N/A",
"JOURNAL OF CHEMICAL THERMODYNAMICS","J CHEM THERMODYN","0021-9614","1096-3626","CHEMISTRY, PHYSICAL - SCIE","0.986","N/A",
"ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY","ADSORPTION","0929-5607","1572-8757","CHEMISTRY, PHYSICAL - SCIE","0.983","N/A",
"JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY","J CHEM TECHNOL BIOT","0268-2575","1097-4660","CHEMISTRY, MULTIDISCIPLINARY - SCIE","0.979","N/A",
"JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE","J SCI FOOD AGR","0022-5142","1097-0010","CHEMISTRY, APPLIED - SCIE","0.978","N/A",
"CRYSTAL ENGINEERING","CRYST ENG","1463-0184","N/A","CHEMISTRY, MULTIDISCIPLINARY - SCIE","0.974","N/A",
"JOURNAL OF CARBOHYDRATE CHEMISTRY","J CARBOHYD CHEM","0732-8303","1532-2327","BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE","0.974","N/A",
"COMPUTERS IN BIOLOGY AND MEDICINE","COMPUT BIOL MED","0010-4825","1879-0534","BIOLOGY - SCIE","0.973","N/A",

Copyright (c) 2024 Clarivate 
By exporting the selected data; you agree to the data usage policy set forth in the Terms of Use 
